County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
50 - Stanislaus,9/24/2015,In Construction,27632952,35,
50 - Stanislaus,9/24/2015,In Closure,5073062,16,
51 - Sutter,9/24/2015,In Review,0,1,
51 - Sutter,9/24/2015,Pending Construction,12666000,2,
51 - Sutter,9/24/2015,In Construction,280767,2,
51 - Sutter,9/24/2015,In Closure,0,0,
52 - Tehama,9/24/2015,In Review,544636,2,
52 - Tehama,9/24/2015,Pending Construction,274000,2,
52 - Tehama,9/24/2015,In Construction,2576244,9,
52 - Tehama,9/24/2015,In Closure,579078,4,
53 - Trinity,9/24/2015,In Review,175000,3,
53 - Trinity,9/24/2015,Pending Construction,258500,2,
53 - Trinity,9/24/2015,In Construction,1381817,1,
53 - Trinity,9/24/2015,In Closure,115605,1,
54 - Tulare,9/24/2015,In Review,25517717,9,
54 - Tulare,9/24/2015,Pending Construction,4492800,7,
54 - Tulare,9/24/2015,In Construction,79399090,23,
54 - Tulare,9/24/2015,In Closure,306068,5,
55 - Tuolumne,9/24/2015,In Review,1405127,1,
55 - Tuolumne,9/24/2015,Pending Construction,0,0,
55 - Tuolumne,9/24/2015,In Construction,5000,1,
55 - Tuolumne,9/24/2015,In Closure,564221,3,
56 - Ventura,9/24/2015,In Review,88679505,58,Greater Los Angeles Counties
56 - Ventura,9/24/2015,Pending Construction,23211672,40,Greater Los Angeles Counties
56 - Ventura,9/24/2015,In Construction,549785900,98,Greater Los Angeles Counties
56 - Ventura,9/24/2015,In Closure,37684793,28,Greater Los Angeles Counties
57 - Yolo,9/24/2015,In Review,5983841,8,Greater Sacramento Counties
57 - Yolo,9/24/2015,Pending Construction,538071,8,Greater Sacramento Counties
57 - Yolo,9/24/2015,In Construction,4295439,12,Greater Sacramento Counties
57 - Yolo,9/24/2015,In Closure,823730,2,Greater Sacramento Counties
58 - Yuba,9/24/2015,In Review,10015108,7,
58 - Yuba,9/24/2015,Pending Construction,210000,2,
58 - Yuba,9/24/2015,In Construction,96281094,5,
58 - Yuba,9/24/2015,In Closure,44585275,1,
01 - Alameda,10/8/2015,In Review,163687911,72,Bay Area Counties
01 - Alameda,10/8/2015,Pending Construction,55271925,122,Bay Area Counties
01 - Alameda,10/8/2015,In Construction,574479025,125,Bay Area Counties
01 - Alameda,10/8/2015,In Closure,330886008,92,Bay Area Counties
02 - Alpine,10/8/2015,In Review,0,0,
02 - Alpine,10/8/2015,Pending Construction,0,0,
02 - Alpine,10/8/2015,In Construction,0,0,
02 - Alpine,10/8/2015,In Closure,0,0,
03 - Amador,10/8/2015,In Review,406000,2,
03 - Amador,10/8/2015,Pending Construction,243225,3,
03 - Amador,10/8/2015,In Construction,2590725,2,
03 - Amador,10/8/2015,In Closure,1513357,4,
04 - Butte,10/8/2015,In Review,2394470,5,
04 - Butte,10/8/2015,Pending Construction,5070855,9,
04 - Butte,10/8/2015,In Construction,3252915,11,
04 - Butte,10/8/2015,In Closure,97168802,7,
05 - Calaveras,10/8/2015,In Review,33750,1,
05 - Calaveras,10/8/2015,Pending Construction,0,0,
05 - Calaveras,10/8/2015,In Construction,103650,1,
05 - Calaveras,10/8/2015,In Closure,398844,4,
06 - Colusa,10/8/2015,In Review,0,0,
06 - Colusa,10/8/2015,Pending Construction,0,0,
06 - Colusa,10/8/2015,In Construction,0,0,
06 - Colusa,10/8/2015,In Closure,137066,3,
07 - Contra Costa,10/8/2015,In Review,26341024,31,Bay Area Counties
07 - Contra Costa,10/8/2015,Pending Construction,15831140,30,Bay Area Counties
07 - Contra Costa,10/8/2015,In Construction,29651613,68,Bay Area Counties
07 - Contra Costa,10/8/2015,In Closure,6857960,18,Bay Area Counties
08 - Del Norte,10/8/2015,In Review,2275000,3,
08 - Del Norte,10/8/2015,Pending Construction,267000,3,
08 - Del Norte,10/8/2015,In Construction,225970,3,
08 - Del Norte,10/8/2015,In Closure,1282552,1,
09 - El Dorado,10/8/2015,In Review,5448170,6,Greater Sacramento Counties
09 - El Dorado,10/8/2015,Pending Construction,267000,2,Greater Sacramento Counties
09 - El Dorado,10/8/2015,In Construction,36908614,16,Greater Sacramento Counties
09 - El Dorado,10/8/2015,In Closure,11237241,3,Greater Sacramento Counties
10 - Fresno,10/8/2015,In Review,35061002,30,
10 - Fresno,10/8/2015,Pending Construction,15436939,37,
10 - Fresno,10/8/2015,In Construction,80557651,84,
10 - Fresno,10/8/2015,In Closure,193662647,50,
11 - Glenn,10/8/2015,In Review,12912075,1,
11 - Glenn,10/8/2015,Pending Construction,50000,1,
11 - Glenn,10/8/2015,In Construction,284685,1,
11 - Glenn,10/8/2015,In Closure,0,0,
12 - Humboldt,10/8/2015,In Review,13064433,11,
12 - Humboldt,10/8/2015,Pending Construction,160900,7,
12 - Humboldt,10/8/2015,In Construction,89386970,15,
12 - Humboldt,10/8/2015,In Closure,243000,3,
13 - Imperial,10/8/2015,In Review,43677000,6,
13 - Imperial,10/8/2015,Pending Construction,20324000,2,
13 - Imperial,10/8/2015,In Construction,8764758,8,
13 - Imperial,10/8/2015,In Closure,433897,3,
14 - Inyo,10/8/2015,In Review,30000,1,
14 - Inyo,10/8/2015,Pending Construction,0,0,
14 - Inyo,10/8/2015,In Construction,0,0,
14 - Inyo,10/8/2015,In Closure,92660,3,
15 - Kern,10/8/2015,In Review,11318896,28,
15 - Kern,10/8/2015,Pending Construction,4124600,17,
15 - Kern,10/8/2015,In Construction,63321267,35,
15 - Kern,10/8/2015,In Closure,3752877,15,
16 - Kings,10/8/2015,In Review,0,0,
16 - Kings,10/8/2015,Pending Construction,27000,3,
16 - Kings,10/8/2015,In Construction,28313428,3,
16 - Kings,10/8/2015,In Closure,11670,2,
17 - Lake,10/8/2015,In Review,103000,3,
17 - Lake,10/8/2015,Pending Construction,1849000,3,
17 - Lake,10/8/2015,In Construction,2741879,8,
17 - Lake,10/8/2015,In Closure,9020617,6,
18 - Lassen,10/8/2015,In Review,0,0,
18 - Lassen,10/8/2015,Pending Construction,1202600,4,
18 - Lassen,10/8/2015,In Construction,1376068,11,
18 - Lassen,10/8/2015,In Closure,617870,2,
19 - Los Angeles,10/8/2015,In Review,636201882,578,Greater Los Angeles Counties
19 - Los Angeles,10/8/2015,Pending Construction,212803454,500,Greater Los Angeles Counties
19 - Los Angeles,10/8/2015,In Construction,913359315,884,Greater Los Angeles Counties
19 - Los Angeles,10/8/2015,In Closure,1264874532,561,Greater Los Angeles Counties
20 - Madera,10/8/2015,In Review,2631000,4,
20 - Madera,10/8/2015,Pending Construction,4946208,14,
20 - Madera,10/8/2015,In Construction,3464640,18,
20 - Madera,10/8/2015,In Closure,2935683,15,
21 - Marin,10/8/2015,In Review,109049791,18,Bay Area Counties
21 - Marin,10/8/2015,Pending Construction,108862892,20,Bay Area Counties
21 - Marin,10/8/2015,In Construction,15288555,26,Bay Area Counties
21 - Marin,10/8/2015,In Closure,20315320,13,Bay Area Counties
22 - Mariposa,10/8/2015,In Review,204686,2,
22 - Mariposa,10/8/2015,Pending Construction,0,0,
22 - Mariposa,10/8/2015,In Construction,163850,1,
22 - Mariposa,10/8/2015,In Closure,0,0,
23 - Mendocino,10/8/2015,In Review,648838,13,
23 - Mendocino,10/8/2015,Pending Construction,176000,6,
23 - Mendocino,10/8/2015,In Construction,61608942,23,
23 - Mendocino,10/8/2015,In Closure,889378,10,
24 - Merced,10/8/2015,In Review,126104,7,
24 - Merced,10/8/2015,Pending Construction,220500,3,
24 - Merced,10/8/2015,In Construction,13312624,10,
24 - Merced,10/8/2015,In Closure,454735,4,
25 - Modoc,10/8/2015,In Review,0,0,
25 - Modoc,10/8/2015,Pending Construction,0,0,
25 - Modoc,10/8/2015,In Construction,0,0,
25 - Modoc,10/8/2015,In Closure,0,0,
26 - Mono,10/8/2015,In Review,0,0,
26 - Mono,10/8/2015,Pending Construction,60000,1,
26 - Mono,10/8/2015,In Construction,21398,3,
26 - Mono,10/8/2015,In Closure,0,0,
27 - Monterey,10/8/2015,In Review,15141906,25,
27 - Monterey,10/8/2015,Pending Construction,1588238,10,
27 - Monterey,10/8/2015,In Construction,41078895,18,
27 - Monterey,10/8/2015,In Closure,160000,1,
28 - Napa,10/8/2015,In Review,2547827,21,Bay Area Counties
28 - Napa,10/8/2015,Pending Construction,393314,9,Bay Area Counties
28 - Napa,10/8/2015,In Construction,3287677,16,Bay Area Counties
28 - Napa,10/8/2015,In Closure,85332515,16,Bay Area Counties
29 - Nevada,10/8/2015,In Review,7272090,9,
29 - Nevada,10/8/2015,Pending Construction,370000,2,
29 - Nevada,10/8/2015,In Construction,46365727,21,
29 - Nevada,10/8/2015,In Closure,10884076,11,
30 - Orange,10/8/2015,In Review,53291508,80,Greater Los Angeles Counties
30 - Orange,10/8/2015,Pending Construction,17777721,67,Greater Los Angeles Counties
30 - Orange,10/8/2015,In Construction,107201470,197,Greater Los Angeles Counties
30 - Orange,10/8/2015,In Closure,53214019,185,Greater Los Angeles Counties
31 - Placer,10/8/2015,In Review,2068885,14,Greater Sacramento Counties
31 - Placer,10/8/2015,Pending Construction,2248226,13,Greater Sacramento Counties
31 - Placer,10/8/2015,In Construction,16052423,35,Greater Sacramento Counties
31 - Placer,10/8/2015,In Closure,18344097,15,Greater Sacramento Counties
32 - Plumas,10/8/2015,In Review,30000,1,
32 - Plumas,10/8/2015,Pending Construction,185555,6,
32 - Plumas,10/8/2015,In Construction,45900,1,
32 - Plumas,10/8/2015,In Closure,0,0,
33 - Riverside,10/8/2015,In Review,133373603,67,
33 - Riverside,10/8/2015,Pending Construction,91373046,71,
33 - Riverside,10/8/2015,In Construction,225003673,139,
33 - Riverside,10/8/2015,In Closure,16614788,52,
34 - Sacramento,10/8/2015,In Review,87836915,71,Greater Sacramento Counties
34 - Sacramento,10/8/2015,Pending Construction,115083635,56,Greater Sacramento Counties
34 - Sacramento,10/8/2015,In Construction,298567089,141,Greater Sacramento Counties
34 - Sacramento,10/8/2015,In Closure,120215479,41,Greater Sacramento Counties
35 - San Benito,10/8/2015,In Review,0,0,
35 - San Benito,10/8/2015,Pending Construction,308802,4,
35 - San Benito,10/8/2015,In Construction,14008205,3,
35 - San Benito,10/8/2015,In Closure,0,0,
36 - San Bernardino,10/8/2015,In Review,657214741,60,
36 - San Bernardino,10/8/2015,Pending Construction,25644446,87,
36 - San Bernardino,10/8/2015,In Construction,199230713,116,
36 - San Bernardino,10/8/2015,In Closure,7019778,46,
37 - San Diego,10/8/2015,In Review,96843267,111,
37 - San Diego,10/8/2015,Pending Construction,46319553,110,
37 - San Diego,10/8/2015,In Construction,987933551,247,
37 - San Diego,10/8/2015,In Closure,61795681,85,
38 - San Francisco,10/8/2015,In Review,406624256,43,Bay Area Counties
38 - San Francisco,10/8/2015,Pending Construction,38946949,47,Bay Area Counties
38 - San Francisco,10/8/2015,In Construction,1222874570,125,Bay Area Counties
38 - San Francisco,10/8/2015,In Closure,471270001,27,Bay Area Counties
39 - San Joaquin,10/8/2015,In Review,34170533,22,
39 - San Joaquin,10/8/2015,Pending Construction,5554621,24,
39 - San Joaquin,10/8/2015,In Construction,15059495,46,
39 - San Joaquin,10/8/2015,In Closure,6827305,21,
40 - San Luis Obispo,10/8/2015,In Review,2168186,10,
40 - San Luis Obispo,10/8/2015,Pending Construction,627250,14,
40 - San Luis Obispo,10/8/2015,In Construction,3681503,13,
40 - San Luis Obispo,10/8/2015,In Closure,7751947,16,
41 - San Mateo,10/8/2015,In Review,68718610,26,Bay Area Counties
41 - San Mateo,10/8/2015,Pending Construction,156204517,39,Bay Area Counties
41 - San Mateo,10/8/2015,In Construction,72675109,34,Bay Area Counties
41 - San Mateo,10/8/2015,In Closure,44681250,19,Bay Area Counties
42 - Santa Barbara,10/8/2015,In Review,5810877,18,
42 - Santa Barbara,10/8/2015,Pending Construction,12674871,22,
42 - Santa Barbara,10/8/2015,In Construction,371630978,54,
42 - Santa Barbara,10/8/2015,In Closure,17938584,23,
43 - Santa Clara,10/8/2015,In Review,252806677,75,Bay Area Counties
43 - Santa Clara,10/8/2015,Pending Construction,15510888,46,Bay Area Counties
43 - Santa Clara,10/8/2015,In Construction,1701361384,136,Bay Area Counties
43 - Santa Clara,10/8/2015,In Closure,134998549,29,Bay Area Counties
44 - Santa Cruz,10/8/2015,In Review,2831150,5,
44 - Santa Cruz,10/8/2015,Pending Construction,330009,4,
44 - Santa Cruz,10/8/2015,In Construction,10457324,13,
44 - Santa Cruz,10/8/2015,In Closure,999095,5,
45 - Shasta,10/8/2015,In Review,21255435,13,
45 - Shasta,10/8/2015,Pending Construction,513200,9,
45 - Shasta,10/8/2015,In Construction,9823329,23,
45 - Shasta,10/8/2015,In Closure,2508032,18,
46 - Sierra,10/8/2015,In Review,0,0,
46 - Sierra,10/8/2015,Pending Construction,0,0,
46 - Sierra,10/8/2015,In Construction,0,0,
46 - Sierra,10/8/2015,In Closure,0,0,
47 - Siskiyou,10/8/2015,In Review,1604000,5,
47 - Siskiyou,10/8/2015,Pending Construction,661000,5,
47 - Siskiyou,10/8/2015,In Construction,553032,5,
47 - Siskiyou,10/8/2015,In Closure,1146708,8,
48 - Solano,10/8/2015,In Review,58532722,17,Bay Area Counties
48 - Solano,10/8/2015,Pending Construction,607000,8,Bay Area Counties
48 - Solano,10/8/2015,In Construction,46448803,34,Bay Area Counties
48 - Solano,10/8/2015,In Closure,9885129,21,Bay Area Counties
49 - Sonoma,10/8/2015,In Review,6257396,25,Bay Area Counties
49 - Sonoma,10/8/2015,Pending Construction,1287467,18,Bay Area Counties
49 - Sonoma,10/8/2015,In Construction,18743243,60,Bay Area Counties
49 - Sonoma,10/8/2015,In Closure,131483008,29,Bay Area Counties
50 - Stanislaus,10/8/2015,In Review,11972504,17,
50 - Stanislaus,10/8/2015,Pending Construction,5484135,33,
50 - Stanislaus,10/8/2015,In Construction,27632952,35,
50 - Stanislaus,10/8/2015,In Closure,5073062,16,
51 - Sutter,10/8/2015,In Review,0,1,
51 - Sutter,10/8/2015,Pending Construction,12666000,2,
51 - Sutter,10/8/2015,In Construction,280767,2,
51 - Sutter,10/8/2015,In Closure,0,0,
52 - Tehama,10/8/2015,In Review,544636,2,
52 - Tehama,10/8/2015,Pending Construction,274000,2,
52 - Tehama,10/8/2015,In Construction,2576244,9,
52 - Tehama,10/8/2015,In Closure,579078,4,
53 - Trinity,10/8/2015,In Review,175000,3,
53 - Trinity,10/8/2015,Pending Construction,258500,2,
53 - Trinity,10/8/2015,In Construction,1381817,1,
53 - Trinity,10/8/2015,In Closure,115605,1,
54 - Tulare,10/8/2015,In Review,25517717,9,
54 - Tulare,10/8/2015,Pending Construction,4492800,7,
54 - Tulare,10/8/2015,In Construction,79399090,23,
54 - Tulare,10/8/2015,In Closure,306068,5,
55 - Tuolumne,10/8/2015,In Review,1405127,1,
55 - Tuolumne,10/8/2015,Pending Construction,0,0,
55 - Tuolumne,10/8/2015,In Construction,5000,1,
55 - Tuolumne,10/8/2015,In Closure,564221,3,
56 - Ventura,10/8/2015,In Review,88679505,58,Greater Los Angeles Counties
56 - Ventura,10/8/2015,Pending Construction,23211672,40,Greater Los Angeles Counties
56 - Ventura,10/8/2015,In Construction,549785900,98,Greater Los Angeles Counties
56 - Ventura,10/8/2015,In Closure,37684793,28,Greater Los Angeles Counties
57 - Yolo,10/8/2015,In Review,5983841,8,Greater Sacramento Counties
57 - Yolo,10/8/2015,Pending Construction,538071,8,Greater Sacramento Counties
57 - Yolo,10/8/2015,In Construction,4295439,12,Greater Sacramento Counties
57 - Yolo,10/8/2015,In Closure,823730,2,Greater Sacramento Counties
58 - Yuba,10/8/2015,In Review,10015108,7,
58 - Yuba,10/8/2015,Pending Construction,210000,2,
58 - Yuba,10/8/2015,In Construction,96281094,5,
58 - Yuba,10/8/2015,In Closure,44585275,1,
01 - Alameda,10/22/2015,In Review,161430967,69,Bay Area Counties
01 - Alameda,10/22/2015,Pending Construction,57976347,118,Bay Area Counties
01 - Alameda,10/22/2015,In Construction,524710656,127,Bay Area Counties
01 - Alameda,10/22/2015,In Closure,190146507,98,Bay Area Counties
02 - Alpine,10/22/2015,In Review,0,0,
02 - Alpine,10/22/2015,Pending Construction,0,0,
02 - Alpine,10/22/2015,In Construction,0,0,
02 - Alpine,10/22/2015,In Closure,0,0,
03 - Amador,10/22/2015,In Review,406000,2,
03 - Amador,10/22/2015,Pending Construction,243225,3,
03 - Amador,10/22/2015,In Construction,2590725,2,
03 - Amador,10/22/2015,In Closure,1513357,4,
04 - Butte,10/22/2015,In Review,1545167,4,
04 - Butte,10/22/2015,Pending Construction,5293303,9,
04 - Butte,10/22/2015,In Construction,3252915,11,
04 - Butte,10/22/2015,In Closure,97168802,7,
05 - Calaveras,10/22/2015,In Review,0,0,
05 - Calaveras,10/22/2015,Pending Construction,33750,1,
05 - Calaveras,10/22/2015,In Construction,103650,1,
05 - Calaveras,10/22/2015,In Closure,398844,4,
06 - Colusa,10/22/2015,In Review,0,0,
06 - Colusa,10/22/2015,Pending Construction,0,0,
06 - Colusa,10/22/2015,In Construction,0,0,
06 - Colusa,10/22/2015,In Closure,137066,3,
07 - Contra Costa,10/22/2015,In Review,26681643,26,Bay Area Counties
07 - Contra Costa,10/22/2015,Pending Construction,10251785,29,Bay Area Counties
07 - Contra Costa,10/22/2015,In Construction,40485618,69,Bay Area Counties
07 - Contra Costa,10/22/2015,In Closure,9564663,24,Bay Area Counties
08 - Del Norte,10/22/2015,In Review,2275000,3,
08 - Del Norte,10/22/2015,Pending Construction,10000,1,
08 - Del Norte,10/22/2015,In Construction,482970,5,
08 - Del Norte,10/22/2015,In Closure,1282552,1,
09 - El Dorado,10/22/2015,In Review,5628170,7,Greater Sacramento Counties
09 - El Dorado,10/22/2015,Pending Construction,100000,1,Greater Sacramento Counties
09 - El Dorado,10/22/2015,In Construction,14628652,14,Greater Sacramento Counties
09 - El Dorado,10/22/2015,In Closure,141260,3,Greater Sacramento Counties
10 - Fresno,10/22/2015,In Review,34208302,21,
10 - Fresno,10/22/2015,Pending Construction,9277507,36,
10 - Fresno,10/22/2015,In Construction,84024443,89,
10 - Fresno,10/22/2015,In Closure,80974790,42,
11 - Glenn,10/22/2015,In Review,12912075,1,
11 - Glenn,10/22/2015,Pending Construction,50000,1,
11 - Glenn,10/22/2015,In Construction,284685,1,
11 - Glenn,10/22/2015,In Closure,0,0,
12 - Humboldt,10/22/2015,In Review,12764433,10,
12 - Humboldt,10/22/2015,Pending Construction,432000,7,
12 - Humboldt,10/22/2015,In Construction,89554870,17,
12 - Humboldt,10/22/2015,In Closure,243000,3,
13 - Imperial,10/22/2015,In Review,43162000,3,
13 - Imperial,10/22/2015,Pending Construction,20000000,3,
13 - Imperial,10/22/2015,In Construction,9285758,9,
13 - Imperial,10/22/2015,In Closure,433897,3,
14 - Inyo,10/22/2015,In Review,30000,1,
14 - Inyo,10/22/2015,Pending Construction,0,0,
14 - Inyo,10/22/2015,In Construction,0,0,
14 - Inyo,10/22/2015,In Closure,50000,2,
15 - Kern,10/22/2015,In Review,11319776,29,
15 - Kern,10/22/2015,Pending Construction,2946470,17,
15 - Kern,10/22/2015,In Construction,66898947,35,
15 - Kern,10/22/2015,In Closure,2258189,11,
16 - Kings,10/22/2015,In Review,150000,1,
16 - Kings,10/22/2015,Pending Construction,27000,3,
16 - Kings,10/22/2015,In Construction,28313428,3,
16 - Kings,10/22/2015,In Closure,11670,2,
17 - Lake,10/22/2015,In Review,407286,7,
17 - Lake,10/22/2015,Pending Construction,984000,2,
17 - Lake,10/22/2015,In Construction,3568639,8,
17 - Lake,10/22/2015,In Closure,9064984,7,
18 - Lassen,10/22/2015,In Review,0,0,
18 - Lassen,10/22/2015,Pending Construction,1202600,4,
18 - Lassen,10/22/2015,In Construction,1346818,10,
18 - Lassen,10/22/2015,In Closure,671182,3,
19 - Los Angeles,10/22/2015,In Review,631034646,577,Greater Los Angeles Counties
19 - Los Angeles,10/22/2015,Pending Construction,215934541,517,Greater Los Angeles Counties
19 - Los Angeles,10/22/2015,In Construction,923140013,893,Greater Los Angeles Counties
19 - Los Angeles,10/22/2015,In Closure,1222800691,545,Greater Los Angeles Counties
20 - Madera,10/22/2015,In Review,2041000,7,
20 - Madera,10/22/2015,Pending Construction,2102289,14,
20 - Madera,10/22/2015,In Construction,5936389,16,
20 - Madera,10/22/2015,In Closure,3980652,15,
21 - Marin,10/22/2015,In Review,142945455,20,Bay Area Counties
21 - Marin,10/22/2015,Pending Construction,74931168,18,Bay Area Counties
21 - Marin,10/22/2015,In Construction,16312370,30,Bay Area Counties
21 - Marin,10/22/2015,In Closure,20315320,13,Bay Area Counties
22 - Mariposa,10/22/2015,In Review,204686,2,
22 - Mariposa,10/22/2015,Pending Construction,0,0,
22 - Mariposa,10/22/2015,In Construction,163850,1,
22 - Mariposa,10/22/2015,In Closure,0,0,
23 - Mendocino,10/22/2015,In Review,3472338,14,
23 - Mendocino,10/22/2015,Pending Construction,131500,5,
23 - Mendocino,10/22/2015,In Construction,61660642,23,
23 - Mendocino,10/22/2015,In Closure,941973,12,
24 - Merced,10/22/2015,In Review,110266,6,
